timestamp,complaint_count,complaint_ids
2026-03-23 23:00:00,2,"68430634,68432170"
2026-03-24 01:00:00,4,"68426202,68426248,68432164,68433650"
2026-03-24 02:00:00,1,68435192
2026-03-24 03:00:00,3,"68436614,68438172,68442808"
2026-03-24 05:00:00,1,68435090
2026-03-24 06:00:00,4,"68435169,68435088,68441393,68436662"
2026-03-24 07:00:00,19,"68438171,68445905,68445971,68435097,68441300"
2026-03-24 08:00:00,26,"68442903,68442932,68444496,68435089,68445902"
2026-03-24 09:00:00,21,"68441298,68438182,68446023,68442819,68445938"
2026-03-24 10:00:00,12,"68438168,68439799,68435166,68436608,68436612"
2026-03-24 11:00:00,12,"68442934,68435087,68439704,68439800,68439767"
2026-03-24 12:00:00,8,"68438181,68441362,68442806,68444431,68438285"
2026-03-24 13:00:00,9,"68445972,68438183,68441338,68436609,68445898"
2026-03-24 14:00:00,13,"68445903,68438185,68445896,68442807,68444462"
2026-03-24 15:00:00,10,"68438186,68441306,68438250,68435191,68438178"
2026-03-24 16:00:00,12,"68436678,68441313,68441363,68439701,68441299"
2026-03-24 17:00:00,13,"68444398,68438176,68441311,68446018,68435100"
2026-03-24 18:00:00,12,"68435137,68444390,68438174,68445906,68436713"
2026-03-24 19:00:00,10,"68444396,68444404,68439703,68435094,68435102"
2026-03-24 20:00:00,6,"68441312,68446022,68438184,68438289,68442818"
2026-03-24 21:00:00,11,"68442812,68444432,68444497,68441361,68442937"
2026-03-24 22:00:00,9,"68435188,68445904,68435096,68442897,68446031"
2026-03-24 23:00:00,7,"68441309,68444394,68444389,68441360,68439706"
2026-03-25 00:00:00,2,"68436661,68446021"
2026-03-25 01:00:00,2,"68436692,68435098"
2026-03-25 04:00:00,2,"68456057,68447344"
2026-03-25 05:00:00,2,"68456042,68453033"
2026-03-25 06:00:00,3,"68454642,68447439,68453047"
2026-03-25 07:00:00,8,"68450211,68451704,68448881,68457429,68453037"
2026-03-25 08:00:00,28,"68450210,68450213,68448762,68448771,68451605"
2026-03-25 09:00:00,12,"68453108,68451597,68447438,68448758,68450208"
2026-03-25 10:00:00,17,"68455976,68454529,68450209,68457434,68451643"
2026-03-25 11:00:00,18,"68450307,68454648,68457428,68455974,68453038"
2026-03-25 12:00:00,7,"68453084,68456025,68451679,68450305,68457427"
2026-03-25 13:00:00,4,"68456075,68451599,68453129,68457432"
2026-03-25 14:00:00,11,"68454537,68447440,68448774,68454530,68457438"
2026-03-25 15:00:00,16,"68451609,68447331,68451705,68453032,68454528"
2026-03-25 16:00:00,15,"68448883,68448882,68448884,68451603,68454534"
2026-03-25 17:00:00,18,"68453042,68454652,68457524,68448768,68451606"
2026-03-25 18:00:00,13,"68447342,68454531,68453044,68447340,68453128"
2026-03-25 19:00:00,9,"68455987,68447343,68450306,68456077,68450214"
2026-03-25 20:00:00,7,"68447334,68448770,68450308,68456079,68457433"
2026-03-25 21:00:00,16,"68453046,68456041,68448761,68448812,68456078"
2026-03-25 22:00:00,4,"68447341,68451703,68456076,68454645"
2026-03-25 23:00:00,5,"68448764,68457435,68447442,68450220,68451600"
2026-03-26 00:00:00,5,"68455989,68453045,68447346,68448769,68453040"
2026-03-26 04:00:00,1,68460411
2026-03-26 05:00:00,3,"68469604,68469686,68469715"
2026-03-26 06:00:00,3,"68461982,68468047,68462110"
2026-03-26 07:00:00,16,"68462063,68458841,68468175,68458900,68463588"
2026-03-26 08:00:00,29,"68460425,68466530,68458853,68468163,68463695"
2026-03-26 09:00:00,26,"68465181,68461981,68468051,68466526,68466633"
2026-03-26 10:00:00,25,"68460422,68461992,68463696,68468060,68463649"
2026-03-26 11:00:00,22,"68458984,68466562,68465072,68465067,68465179"
2026-03-26 12:00:00,10,"68458855,68463601,68465077,68462001,68463602"
2026-03-26 13:00:00,14,"68463600,68465081,68462107,68460415,68462108"
2026-03-26 14:00:00,16,"68465083,68469627,68469662,68463653,68460493"
2026-03-26 15:00:00,11,"68460424,68460492,68463587,68469605,68458842"
2026-03-26 16:00:00,10,"68468052,68466522,68463598,68460417,68468057"
2026-03-26 17:00:00,15,"68468053,68458849,68461991,68458850,68468050"
2026-03-26 18:00:00,21,"68460530,68469607,68463593,68468048,68465183"
2026-03-26 19:00:00,14,"68465080,68461996,68466521,68466523,68468058"
2026-03-26 20:00:00,7,"68460418,68469606,68461999,68465079,68465082"
2026-03-26 21:00:00,18,"68465182,68463590,68460535,68460533,68462000"
2026-03-26 22:00:00,4,"68461994,68458845,68458854,68465085"
2026-03-26 23:00:00,1,68465122
2026-03-27 00:00:00,4,"68461986,68465180,68466529,68468059"
2026-03-27 01:00:00,2,"68460545,68462112"
2026-03-27 02:00:00,2,"68480923,68475301"
2026-03-27 03:00:00,1,68480892
2026-03-27 04:00:00,1,68470938
2026-03-27 05:00:00,4,"68478142,68476675,68478098,68480934"
2026-03-27 06:00:00,8,"68479572,68475228,68479505,68478100,68479462"
2026-03-27 07:00:00,20,"68472400,68470941,68476612,68478109,68476624"
2026-03-27 08:00:00,21,"68475237,68472465,68479468,68480968,68470935"
2026-03-27 09:00:00,25,"68476622,68473782,68476618,68476710,68480846"
2026-03-27 10:00:00,19,"68479460,68480850,68473783,68471055,68476616"
2026-03-27 11:00:00,12,"68475272,68480849,68480895,68480848,68475240"
2026-03-27 12:00:00,14,"68472360,68472468,68470942,68479465,68475241"
2026-03-27 13:00:00,9,"68478214,68470934,68475312,68476704,68478113"
2026-03-27 14:00:00,15,"68473785,68478213,68472466,68476701,68472365"
2026-03-27 15:00:00,17,"68480852,68473791,68475233,68479464,68480958"
2026-03-27 16:00:00,5,"68471050,68476615,68480896,68475244,68480838"
2026-03-27 17:00:00,8,"68473877,68473789,68470944,68472358,68473781"
2026-03-27 18:00:00,9,"68476617,68471053,68475239,68473787,68473879"
2026-03-27 19:00:00,6,"68480841,68475242,68476700,68470937,68478215"
2026-03-27 20:00:00,12,"68478241,68472469,68473888,68475243,68476611"
2026-03-27 21:00:00,5,"68478111,68471056,68472366,68478112,68479475"
2026-03-27 22:00:00,3,"68480844,68478103,68475230"
2026-03-27 23:00:00,8,"68478211,68471052,68480957,68475231,68475232"
2026-03-28 00:00:00,1,68479458
2026-03-28 01:00:00,7,"68476702,68480897,68471062,68479506,68476614"
2026-03-28 04:00:00,5,"68488479,68484695,68484646,68483431,68484696"
2026-03-28 05:00:00,3,"68483435,68484662,68489768"
2026-03-28 06:00:00,3,"68483363,68484664,68490991"
2026-03-28 07:00:00,6,"68487129,68488408,68485922,68485972,68482137"
2026-03-28 08:00:00,9,"68482140,68490997,68484627,68489766,68487121"
2026-03-28 09:00:00,15,"68487200,68485885,68485890,68488411,68489801"
2026-03-28 10:00:00,21,"68485888,68485887,68485892,68487207,68489704"
2026-03-28 11:00:00,7,"68487206,68483364,68485953,68488402,68491062"
2026-03-28 12:00:00,16,"68488401,68489705,68489710,68489793,68488414"
2026-03-28 13:00:00,8,"68484693,68485971,68489706,68489707,68484622"
2026-03-28 14:00:00,9,"68485886,68483424,68485893,68487208,68483360"
2026-03-28 15:00:00,15,"68484620,68489699,68484689,68485924,68488412"
2026-03-28 16:00:00,5,"68484692,68488478,68483357,68488409,68483459"
2026-03-28 17:00:00,7,"68482142,68484688,68483355,68483426,68488410"
2026-03-28 18:00:00,14,"68483356,68483362,68485891,68487205,68488481"
2026-03-28 19:00:00,5,"68482202,68482200,68484624,68484626,68491054"
2026-03-28 20:00:00,2,"68487126,68491051"
2026-03-28 21:00:00,6,"68488406,68488407,68488480,68489709,68491052"
2026-03-28 22:00:00,6,"68483358,68488403,68487201,68483428,68490995"
2026-03-28 23:00:00,3,"68483423,68482199,68487203"
2026-03-29 00:00:00,3,"68487127,68489702,68483422"
2026-03-29 01:00:00,3,"68490996,68482141,68483359"
2026-03-29 03:00:00,2,"68493430,68494608"
2026-03-29 04:00:00,2,"68492145,68495826"
2026-03-29 06:00:00,8,"68495825,68492220,68498210,68500677,68495848"
2026-03-29 07:00:00,6,"68500597,68497034,68498197,68499380,68498267"
2026-03-29 08:00:00,14,"68492140,68494591,68492127,68494601,68498211"
2026-03-29 09:00:00,12,"68494607,68492131,68494671,68499466,68499467"
2026-03-29 10:00:00,11,"68493361,68493362,68494604,68497102,68500601"
2026-03-29 11:00:00,16,"68492139,68493352,68493420,68494593,68495784"
2026-03-29 12:00:00,9,"68493360,68493367,68494595,68494600,68493359"
2026-03-29 13:00:00,14,"68494599,68492142,68493363,68494592,68494598"
2026-03-29 14:00:00,19,"68494609,68500606,68492135,68493351,68497101"
2026-03-29 15:00:00,12,"68498266,68500600,68494610,68499381,68499391"
2026-03-29 16:00:00,17,"68498214,68493364,68493425,68494597,68494692"
2026-03-29 17:00:00,9,"68495788,68492137,68492143,68493353,68498264"
2026-03-29 18:00:00,8,"68493422,68498205,68499383,68500604,68494666"
2026-03-29 19:00:00,12,"68497041,68500613,68492136,68494606,68497029"
2026-03-29 20:00:00,10,"68492133,68494596,68495789,68499387,68499390"
2026-03-29 21:00:00,6,"68493423,68499382,68498209,68497039,68494668"
2026-03-29 22:00:00,4,"68497037,68498231,68500665,68498263"
2026-03-29 23:00:00,1,68500611
2026-03-30 01:00:00,1,68500684
2026-03-30 02:00:00,4,"68508370,68505145,68508332,68502043"
2026-03-30 04:00:00,2,"68503600,68506729"
2026-03-30 06:00:00,2,"68503560,68511452"
2026-03-30 07:00:00,12,"68509939,68503663,68505078,68508343,68503572"
2026-03-30 08:00:00,27,"68505146,68506657,68508266,68509869,68511401"
2026-03-30 09:00:00,13,"68502061,68509856,68511419,68509855,68511418"
2026-03-30 10:00:00,10,"68502062,68505144,68506678,68509913,68513036"
2026-03-30 11:00:00,15,"68512951,68506664,68508268,68512942,68503571"
2026-03-30 12:00:00,24,"68509940,68509947,68511480,68506667,68506703"
2026-03-30 13:00:00,17,"68505066,68502035,68502042,68505081,68505084"
2026-03-30 14:00:00,20,"68508288,68511402,68511415,68503576,68506765"
2026-03-30 15:00:00,14,"68503569,68512939,68503578,68505073,68505087"
2026-03-30 16:00:00,18,"68502041,68503564,68503566,68503626,68506768"
2026-03-30 17:00:00,20,"68509970,68512938,68502032,68503574,68503657"
2026-03-30 18:00:00,11,"68505074,68505079,68505085,68505086,68506672"
2026-03-30 19:00:00,12,"68503558,68503559,68508281,68508283,68508285"
2026-03-30 20:00:00,13,"68503573,68503654,68505067,68506673,68506676"
2026-03-30 21:00:00,9,"68511417,68502039,68505175,68508287,68508369"
2026-03-30 22:00:00,6,"68503567,68508277,68509866,68502127,68512945"
2026-03-30 23:00:00,7,"68505083,68506674,68506764,68511410,68508276"
2026-03-31 00:00:00,2,"68502130,68511511"
2026-03-31 01:00:00,1,68503562
2026-03-31 03:00:00,6,"68517651,68514434,68517666,68525570,68514490"
2026-03-31 04:00:00,1,68522488
2026-03-31 05:00:00,2,"68519201,68520815"
2026-03-31 06:00:00,9,"68514491,68516182,68522537,68524060,68517659"
2026-03-31 07:00:00,14,"68522412,68514527,68514485,68514486,68516048"
2026-03-31 08:00:00,40,"68517643,68519212,68522401,68514517,68520814"
2026-03-31 09:00:00,26,"68516049,68520813,68525561,68525563,68516054"
2026-03-31 10:00:00,24,"68517661,68520844,68525646,68514487,68514516"
2026-03-31 11:00:00,18,"68517671,68523960,68516177,68517645,68517646"
2026-03-31 12:00:00,20,"68522524,68519218,68517653,68517676,68519216"
2026-03-31 13:00:00,7,"68522415,68517652,68516181,68525572,68517779"
2026-03-31 14:00:00,11,"68517674,68516176,68516179,68517649,68519320"
2026-03-31 15:00:00,19,"68517650,68520878,68524059,68516067,68517675"
2026-03-31 16:00:00,15,"68516052,68516051,68516053,68516062,68514435"
2026-03-31 17:00:00,23,"68516059,68524057,68524058,68514453,68516068"
2026-03-31 18:00:00,16,"68517662,68522543,68520810,68525674,68525675"
2026-03-31 19:00:00,16,"68525565,68517647,68522527,68525604,68514455"
2026-03-31 20:00:00,8,"68520811,68516066,68517672,68522424,68523961"
2026-03-31 21:00:00,5,"68519215,68525575,68514438,68519207,68523965"
2026-03-31 22:00:00,7,"68525676,68522408,68514446,68522425,68517669"
2026-03-31 23:00:00,4,"68519282,68514559,68522420,68525671"
2026-04-01 00:00:00,4,"68514454,68517648,68516186,68522427"
2026-04-01 01:00:00,5,"68514489,68519325,68523955,68519270,68520920"
2026-04-01 02:00:00,1,68532749
2026-04-01 03:00:00,4,"68528443,68529864,68532812,68528431"
2026-04-01 04:00:00,1,68534222
2026-04-01 05:00:00,1,68528439
2026-04-01 06:00:00,4,"68532728,68535639,68537123,68537132"
2026-04-01 07:00:00,21,"68532720,68528557,68534330,68531390,68534217"
2026-04-01 08:00:00,28,"68532844,68527094,68528440,68529961,68531333"
2026-04-01 09:00:00,26,"68527126,68531272,68537118,68532729,68527017"
2026-04-01 10:00:00,21,"68527012,68527010,68527092,68528432,68537119"
2026-04-01 11:00:00,17,"68528448,68529926,68528430,68529863,68529866"
2026-04-01 12:00:00,22,"68527011,68537122,68535750,68535748,68534327"
2026-04-01 13:00:00,10,"68534329,68528442,68529960,68534220,68534223"
2026-04-01 14:00:00,23,"68527020,68528444,68532742,68531389,68532743"
2026-04-01 15:00:00,22,"68532731,68534328,68529865,68529922,68532717"
2026-04-01 16:00:00,11,"68529873,68529872,68529880,68529883,68532740"
2026-04-01 17:00:00,24,"68532746,68531373,68535754,68535755,68537224"
2026-04-01 18:00:00,14,"68528447,68532727,68537130,68528435,68528437"
2026-04-01 19:00:00,14,"68532744,68531274,68527130,68528427,68528544"
2026-04-01 20:00:00,7,"68531275,68531380,68532723,68531266,68534221"
2026-04-01 21:00:00,2,"68534325,68534258"
2026-04-01 22:00:00,6,"68531370,68527014,68531379,68532724,68529867"
2026-04-01 23:00:00,5,"68531264,68532738,68532745,68534229,68535651"
2026-04-02 00:00:00,1,68535640
2026-04-02 02:00:00,1,68542297
2026-04-02 03:00:00,4,"68546265,68538442,68539835,68546233"
2026-04-02 06:00:00,1,68543538
2026-04-02 07:00:00,15,"68538490,68539830,68544900,68538438,68544884"
2026-04-02 08:00:00,16,"68539761,68541087,68543531,68543533,68544883"
2026-04-02 09:00:00,27,"68544848,68544849,68538541,68539810,68543529"
2026-04-02 10:00:00,12,"68538440,68539757,68539840,68547478,68547480"
2026-04-02 11:00:00,11,"68544915,68539756,68539811,68541043,68541072"
2026-04-02 12:00:00,7,"68543572,68542366,68539833,68541047,68547482"
2026-04-02 13:00:00,9,"68538451,68538498,68539764,68544846,68546179"
2026-04-02 14:00:00,15,"68543593,68544847,68542298,68546171,68546176"
2026-04-02 15:00:00,8,"68542310,68543614,68538445,68538526,68546180"
2026-04-02 16:00:00,11,"68543534,68539831,68538439,68538527,68539762"
2026-04-02 17:00:00,13,"68541049,68538453,68539759,68542305,68544843"
2026-04-02 18:00:00,6,"68538444,68547488,68539832,68541117,68544852"
2026-04-02 19:00:00,3,"68547566,68547605,68541116"
2026-04-02 20:00:00,3,"68543536,68539834,68547568"
2026-04-02 21:00:00,5,"68541041,68541046,68542299,68546261,68546209"
2026-04-02 22:00:00,4,"68542300,68542302,68542303,68541118"
2026-04-02 23:00:00,2,"68541050,68542306"
2026-04-03 00:00:00,1,68546210
2026-04-03 01:00:00,3,"68541120,68543535,68554153"
2026-04-03 02:00:00,6,"68552738,68552750,68552783,68552807,68555394"
2026-04-03 03:00:00,3,"68550209,68552806,68554089"
2026-04-03 04:00:00,1,68552808
2026-04-03 05:00:00,1,68551416
2026-04-03 06:00:00,3,"68556683,68548946,68558023"
2026-04-03 07:00:00,6,"68550162,68551426,68550160,68556682,68550163"
2026-04-03 08:00:00,15,"68548844,68558118,68548841,68548840,68550151"
2026-04-03 09:00:00,12,"68554112,68558110,68548843,68554043,68554048"
2026-04-03 10:00:00,13,"68548933,68550227,68555397,68552742,68548894"
2026-04-03 11:00:00,12,"68551427,68558032,68555427,68548875,68551481"
2026-04-03 12:00:00,10,"68555376,68548893,68556675,68548848,68550154"
2026-04-03 13:00:00,16,"68550226,68551508,68551415,68551414,68558030"
2026-04-03 14:00:00,10,"68548845,68550153,68550225,68551418,68554145"
2026-04-03 15:00:00,15,"68556732,68556687,68558114,68548842,68556677"
2026-04-03 16:00:00,7,"68550159,68548934,68550152,68551417,68551425"
2026-04-03 17:00:00,15,"68548849,68550229,68556679,68552749,68554148"
2026-04-03 18:00:00,15,"68555343,68558109,68551421,68556684,68556686"
2026-04-03 19:00:00,11,"68556763,68551420,68555351,68554149,68555340"
2026-04-03 20:00:00,8,"68551511,68552743,68550228,68552741,68554147"
2026-04-03 21:00:00,4,"68551510,68552748,68555349,68558113"
2026-04-03 22:00:00,2,"68548935,68548850"
2026-04-03 23:00:00,8,"68548945,68556678,68558028,68554039,68552747"
2026-04-04 00:00:00,4,"68551422,68550161,68555348,68551423"
2026-04-04 05:00:00,1,68559217
2026-04-04 06:00:00,6,"68561326,68563418,68559145,68560233,68563428"
2026-04-04 07:00:00,5,"68559143,68561312,68561394,68563473,68563495"
2026-04-04 08:00:00,20,"68559168,68562390,68559216,68562442,68559165"
2026-04-04 09:00:00,22,"68559139,68562440,68560264,68563423,68563422"
2026-04-04 10:00:00,16,"68560246,68564566,68561356,68561324,68561321"
2026-04-04 11:00:00,13,"68562391,68559141,68566797,68564567,68559136"
2026-04-04 12:00:00,10,"68561323,68562387,68565697,68560234,68564653"
2026-04-04 13:00:00,22,"68563491,68560289,68563421,68561328,68563494"
2026-04-04 14:00:00,14,"68562396,68560245,68562456,68563432,68562455"
2026-04-04 15:00:00,14,"68565702,68565701,68564588,68561315,68561314"
2026-04-04 16:00:00,3,"68566849,68560243,68565735"
2026-04-04 17:00:00,9,"68559135,68564643,68561327,68565708,68559209"
2026-04-04 18:00:00,13,"68564565,68565751,68566807,68560242,68565699"
2026-04-04 19:00:00,7,"68560241,68566802,68560291,68561319,68562457"
2026-04-04 20:00:00,3,"68561392,68566795,68561320"
2026-04-04 21:00:00,3,"68564563,68560237,68566806"
2026-04-04 22:00:00,2,"68561317,68562486"
2026-04-04 23:00:00,4,"68566799,68560290,68566804,68566790"
2026-04-05 00:00:00,1,68564646
2026-04-05 01:00:00,3,"68562398,68562397,68566798"
2026-04-05 02:00:00,4,"68573279,68568754,68570549,68574253"
2026-04-05 03:00:00,2,"68572436,68568730"
2026-04-05 04:00:00,3,"68568697,68568698,68570470"
2026-04-05 05:00:00,2,"68571473,68574256"
2026-04-05 06:00:00,1,68573275
2026-04-05 07:00:00,5,"68573282,68572392,68574198,68570480,68571416"
2026-04-05 08:00:00,5,"68568752,68570481,68567732,68570485,68568681"
2026-04-05 09:00:00,18,"68567726,68567734,68572400,68573284,68573286"
2026-04-05 10:00:00,10,"68572398,68567731,68568692,68569638,68573277"
2026-04-05 11:00:00,13,"68570543,68568695,68568690,68573337,68570478"
2026-04-05 12:00:00,14,"68570471,68571414,68569578,68574197,68569593"
2026-04-05 13:00:00,6,"68572395,68569636,68569580,68569590,68569637"
2026-04-05 14:00:00,12,"68568751,68571471,68567735,68570482,68570483"
2026-04-05 15:00:00,9,"68571418,68570477,68572401,68573276,68569595"
2026-04-05 16:00:00,10,"68573336,68570540,68569591,68572435,68568682"
2026-04-05 17:00:00,16,"68572394,68567727,68571415,68569596,68568687"
2026-04-05 18:00:00,14,"68567736,68570541,68572433,68568679,68572434"
2026-04-05 19:00:00,9,"68571425,68574204,68569582,68569583,68573281"
2026-04-05 20:00:00,7,"68568684,68572391,68573283,68568685,68569592"
2026-04-05 21:00:00,4,"68568694,68571423,68568693,68573335"
2026-04-05 23:00:00,5,"68571470,68568689,68569617,68568678,68571420"
2026-04-06 02:00:00,1,68585624
2026-04-06 03:00:00,2,"68575552,68582710"
2026-04-06 06:00:00,10,"68581255,68575556,68576995,68581302,68585623"
2026-04-06 07:00:00,14,"68577037,68585581,68576940,68575573,68578386"
2026-04-06 08:00:00,16,"68582800,68575572,68575575,68578382,68579852"
2026-04-06 09:00:00,13,"68582730,68584221,68579771,68578466,68584168"
2026-04-06 10:00:00,15,"68582728,68578390,68581303,68577038,68581258"
2026-04-06 11:00:00,16,"68581267,68582813,68575594,68575648,68581329"
2026-04-06 12:00:00,15,"68576943,68581263,68575649,68578384,68581328"
2026-04-06 13:00:00,23,"68575567,68581265,68584188,68581300,68584118"
2026-04-06 14:00:00,18,"68579768,68579851,68584220,68585580,68575554"
2026-04-06 15:00:00,10,"68575560,68575566,68584128,68575574,68579772"
2026-04-06 16:00:00,20,"68581363,68576942,68582723,68576951,68578394"
2026-04-06 17:00:00,6,"68585582,68579757,68578458,68578456,68578460"
2026-04-06 18:00:00,10,"68582714,68576974,68585651,68576948,68582716"
2026-04-06 19:00:00,16,"68576945,68581358,68582802,68584222,68582718"
2026-04-06 20:00:00,7,"68575570,68575646,68584116,68581262,68584132"
2026-04-06 21:00:00,12,"68582801,68579760,68575647,68578463,68581361"
2026-04-06 22:00:00,4,"68579849,68582717,68575568,68579847"
2026-04-06 23:00:00,2,"68578385,68582722"
2026-04-07 00:00:00,1,68578391
2026-04-07 01:00:00,5,"68577024,68585611,68579762,68581268,68581366"
2026-04-07 03:00:00,2,"68593979,68593993"
2026-04-07 04:00:00,1,68592620
2026-04-07 05:00:00,2,"68586931,68589763"
2026-04-07 06:00:00,9,"68592520,68589721,68596690,68596689,68588342"
2026-04-07 07:00:00,21,"68588460,68589723,68589726,68591159,68596782"
2026-04-07 08:00:00,13,"68586930,68586989,68591165,68593924,68586927"
2026-04-07 09:00:00,17,"68587015,68588347,68588356,68588512,68595322"
2026-04-07 10:00:00,15,"68587014,68591167,68595366,68596783,68586922"
2026-04-07 11:00:00,17,"68587016,68588346,68595394,68596775,68586932"
2026-04-07 12:00:00,16,"68588459,68591158,68595318,68595430,68595433"
2026-04-07 13:00:00,23,"68586918,68588355,68588458,68591175,68595319"
2026-04-07 14:00:00,9,"68586939,68594008,68586933,68592606,68595429"
2026-04-07 15:00:00,8,"68588457,68592526,68595320,68595428,68586938"
2026-04-07 16:00:00,15,"68586941,68588358,68589728,68591172,68592525"
2026-04-07 17:00:00,16,"68586935,68588350,68589727,68588351,68592605"
2026-04-07 18:00:00,11,"68589724,68589725,68592515,68595316,68596692"
2026-04-07 19:00:00,6,"68591174,68592522,68592609,68588348,68591176"
2026-04-07 20:00:00,4,"68589729,68594007,68588461,68589811"
2026-04-07 21:00:00,4,"68591171,68586936,68588352,68593917"
2026-04-07 22:00:00,4,"68588357,68589823,68595325,68586923"
2026-04-07 23:00:00,1,68595317
2026-04-08 00:00:00,2,"68595367,68593923"
2026-04-08 01:00:00,2,"68593927,68593929"
2026-04-08 02:00:00,1,68599436
2026-04-08 04:00:00,1,68607407
2026-04-08 05:00:00,3,"68603444,68600768,68604707"
2026-04-08 06:00:00,5,"68600776,68606062,68602149,68603405,68607438"
2026-04-08 07:00:00,13,"68602120,68603412,68603406,68607340,68598060"
2026-04-08 08:00:00,17,"68604692,68604726,68604744,68605999,68607411"
2026-04-08 09:00:00,14,"68600767,68605998,68607336,68602071,68602067"
2026-04-08 10:00:00,10,"68599437,68599495,68606002,68600770,68602073"
2026-04-08 11:00:00,14,"68602122,68604693,68607337,68607406,68603418"
2026-04-08 12:00:00,9,"68599498,68602121,68606097,68603466,68604694"
2026-04-08 13:00:00,14,"68604745,68599439,68602079,68603404,68603491"
2026-04-08 14:00:00,9,"68602069,68602070,68602125,68606008,68598149"
2026-04-08 15:00:00,12,"68599496,68602074,68606035,68607338,68598068"
2026-04-08 16:00:00,16,"68599521,68598065,68599449,68599450,68599451"
2026-04-08 17:00:00,17,"68606061,68598066,68598098,68599448,68599497"
2026-04-08 18:00:00,11,"68598146,68603407,68603416,68604702,68606006"
2026-04-08 19:00:00,11,"68600773,68603417,68606009,68607437,68598145"
2026-04-08 20:00:00,4,"68598064,68606016,68603485,68604706"
2026-04-08 21:00:00,4,"68598067,68599440,68600835,68599444"
2026-04-08 22:00:00,1,68604703
2026-04-08 23:00:00,5,"68598148,68599446,68602076,68604699,68603486"
2026-04-09 00:00:00,1,68599441
2026-04-09 01:00:00,1,68607341
2026-04-09 02:00:00,2,"68612619,68615292"
2026-04-09 05:00:00,1,68612669
2026-04-09 06:00:00,10,"68613970,68608693,68610052,68612667,68613968"
2026-04-09 07:00:00,8,"68609993,68611313,68612613,68612616,68615258"
2026-04-09 08:00:00,16,"68618020,68608690,68610034,68618017,68608696"
2026-04-09 09:00:00,18,"68611312,68611352,68615317,68617946,68608702"
2026-04-09 10:00:00,7,"68610054,68612615,68613975,68615339,68617950"
2026-04-09 11:00:00,10,"68617947,68608701,68608711,68608712,68615251"
2026-04-09 12:00:00,5,"68612666,68608705,68608713,68609997,68608779"
2026-04-09 13:00:00,6,"68618038,68610000,68615253,68608700,68610057"
2026-04-09 14:00:00,13,"68608710,68613971,68612617,68608695,68608707"
2026-04-09 15:00:00,11,"68616614,68618037,68612706,68616610,68617952"
2026-04-09 16:00:00,9,"68613973,68612679,68614039,68616639,68616641"
2026-04-09 17:00:00,9,"68615257,68618036,68609998,68608703,68615338"
2026-04-09 18:00:00,11,"68610078,68612614,68615259,68609999,68610001"
2026-04-09 19:00:00,10,"68616613,68616616,68610053,68611314,68614023"
2026-04-09 20:00:00,5,"68612704,68617993,68611410,68617959,68616603"
2026-04-09 21:00:00,3,"68616615,68615255,68611315"
2026-04-09 22:00:00,3,"68617963,68611318,68611435"
2026-04-09 23:00:00,1,68610005
2026-04-10 01:00:00,2,"68616611,68616612"
2026-04-10 06:00:00,3,"68621971,68621870,68627087"
2026-04-10 07:00:00,7,"68623301,68621874,68621877,68625797,68619269"
2026-04-10 08:00:00,20,"68621981,68627078,68628385,68628411,68628467"
2026-04-10 09:00:00,18,"68625800,68627076,68619321,68621869,68623206"
2026-04-10 10:00:00,12,"68623300,68625785,68620642,68623273,68624600"
2026-04-10 11:00:00,14,"68628412,68623207,68628376,68619261,68619345"
2026-04-10 12:00:00,11,"68620557,68621881,68619344,68619346,68621880"
2026-04-10 13:00:00,15,"68625791,68621882,68627168,68619322,68621904"
2026-04-10 14:00:00,13,"68628380,68628437,68620640,68623275,68623278"
2026-04-10 15:00:00,13,"68624546,68624525,68624573,68624601,68628413"
2026-04-10 16:00:00,7,"68621871,68625856,68619319,68624540,68628377"
2026-04-10 17:00:00,15,"68621968,68620675,68620677,68621875,68623215"
2026-04-10 18:00:00,9,"68619292,68627077,68628384,68621876,68623212"
2026-04-10 19:00:00,11,"68619264,68619267,68619343,68620556,68621872"
2026-04-10 20:00:00,18,"68621878,68625799,68628386,68623303,68627075"
2026-04-10 21:00:00,8,"68621879,68621970,68628444,68619262,68620562"
2026-04-10 22:00:00,4,"68624532,68627173,68625790,68625887"
2026-04-10 23:00:00,3,"68620555,68619260,68625789"
2026-04-11 01:00:00,2,"68621969,68630883"
2026-04-11 02:00:00,2,"68632034,68634559"
2026-04-11 05:00:00,1,68630823
2026-04-11 06:00:00,2,"68629645,68630825"
2026-04-11 07:00:00,3,"68634556,68635820,68635825"
2026-04-11 08:00:00,16,"68629632,68629633,68629634,68629635,68630824"
2026-04-11 09:00:00,8,"68632031,68635816,68630836,68633287,68635871"
2026-04-11 10:00:00,7,"68632102,68629667,68630826,68632037,68635868"
2026-04-11 11:00:00,13,"68630882,68632036,68632032,68633293,68637060"
2026-04-11 12:00:00,10,"68637061,68638321,68637108,68638301,68635815"
2026-04-11 13:00:00,14,"68632029,68632039,68632086,68633327,68635814"
2026-04-11 14:00:00,9,"68635817,68638274,68629683,68634560,68634567"
2026-04-11 15:00:00,8,"68629665,68630835,68630886,68634561,68630832"
2026-04-11 16:00:00,5,"68635891,68633292,68629639,68633289,68633291"
2026-04-11 17:00:00,7,"68632099,68635823,68637054,68630837,68629643"
2026-04-11 18:00:00,13,"68634566,68629642,68633286,68630834,68630831"
